Name,Date,Total Monthly Precipitation,Total Montly Snowfall (mm),Avg Monthly Temp,Monthly Mean Max Temp,Monthly Mean Min Temp
"ADA, MN US",1985-09,1.10,0.0,55.5,65.2,45.7
"ADA, MN US",1985-10,1.27,0.0,45.2,57.3,33.1
"ADA, MN US",1985-11,1.31,20.9,16.6,26.8,6.5
"ADA, MN US",1985-12,0.52,8.0,3.7,15.2,-7.7
"ADA, MN US",1986-01,0.84,10.5,12.4,22.4,2.4
"ADA, MN US",1986-02,0.77,12.0,9.1,18.6,-0.4
"ADA, MN US",1986-03,0.00,0.0,31.0,41.9,20.2
"ADA, MN US",1986-04,6.01,0.0,45.4,56.2,34.7
"ADA, MN US",1986-05,2.53,0.0,58.5,71.8,45.2
"ADA, MN US",1986-06,4.55,0.0,67.2,79.5,54.9
"ADA, MN US",1986-07,4.25,0.0,71.5,82.6,60.5
"ADA, MN US",1986-08,1.76,0.0,65.7,78.4,53.0
"ADA, MN US",1986-09,2.77,0.0,56.7,66.8,46.7
"ADA, MN US",1986-10,0.19,0.0,46.1,57.3,34.9
"ADA, MN US",1986-11,1.53,5.0,23.1,32.3,13.9
"ADA, MN US",1986-12,0.61,9.5,20.4,30.0,10.8
"ADA, MN US",1987-01,0.44,7.0,18.2,28.1,8.2
"ADA, MN US",1987-02,1.17,12.5,27.4,35.4,19.4
"ADA, MN US",1987-03,0.65,1.0,31.2,40.1,22.3
"ADA, MN US",1987-04,0.17,0.0,52.0,68.0,36.1
"ADA, MN US",1987-05,3.77,0.0,60.9,74.8,47.0
"ADA, MN US",1987-06,1.67,0.0,69.5,83.4,55.5
"ADA, MN US",1987-07,6.04,0.0,74.0,86.0,62.1
"ADA, MN US",1987-08,2.35,0.0,,,53.5
"ADA, MN US",1987-09,1.05,0.0,61.1,73.7,48.4
"ADA, MN US",1987-10,0.45,0.0,42.7,54.1,31.3
"ADA, MN US",1987-11,0.68,4.0,33.2,42.9,23.4
"ADA, MN US",1987-12,0.35,6.0,20.0,26.9,13.2
"ADA, MN US",1988-01,0.64,17.0,4.7,15.3,-6.0
"ADA, MN US",1988-02,0.04,1.0,8.8,20.3,-2.7
"ADA, MN US",1988-03,0.69,5.0,29.0,37.7,20.3
"ADA, MN US",1988-04,0.00,0.0,45.3,62.3,28.4
"ADA, MN US",1988-05,1.40,0.0,64.3,79.2,49.3
"ADA, MN US",1988-06,2.15,0.0,73.0,87.4,58.6
"ADA, MN US",1988-07,1.37,0.0,74.2,89.0,59.5
"ADA, MN US",1988-08,5.50,0.0,72.3,85.5,59.1
"ADA, MN US",1988-09,3.39,0.0,59.1,71.0,47.2
"ADA, MN US",1988-10,0.48,0.0,43.1,55.3,31.0
"ADA, MN US",1988-11,1.15,12.8,28.3,36.2,20.4
"ADA, MN US",1988-12,,,14.3,24.5,4.0
"ADA, MN US",1989-01,1.48,29.0,10.6,22.6,-1.4
"ADA, MN US",1989-02,0.13,3.0,0.9,13.7,-12.0
"ADA, MN US",1989-03,0.59,4.0,19.8,28.4,11.2
"ADA, MN US",1989-04,0.47,0.0,41.7,52.3,31.1
"ADA, MN US",1989-05,3.76,0.0,58.2,71.8,44.7
"ADA, MN US",1989-06,1.70,0.0,64.0,76.7,51.2
"ADA, MN US",1989-07,0.26,0.0,75.5,89.2,61.7
"ADA, MN US",1989-08,4.37,0.0,70.4,84.6,56.2
"ADA, MN US",1989-09,1.73,0.0,59.6,72.7,46.4
"ADA, MN US",1989-10,0.30,0.0,45.4,61.1,29.6
"ADA, MN US",1989-11,1.63,14.0,23.8,34.5,13.0
"ADA, MN US",1989-12,0.19,3.0,3.1,14.4,-8.2
"ADA, MN US",1990-01,0.20,0.0,20.9,32.6,9.1
"ADA, MN US",1990-02,0.74,12.0,18.6,31.9,5.2
"ADA, MN US",1990-03,1.68,12.0,30.2,40.9,19.5
"ADA, MN US",1990-04,2.06,0.0,42.4,55.3,29.5
"ADA, MN US",1990-05,0.93,0.0,55.4,70.0,40.8
"ADA, MN US",1990-06,4.03,0.0,65.5,77.8,53.3
"ADA, MN US",1990-07,0.72,0.0,69.8,83.0,56.6
"ADA, MN US",1990-08,2.31,0.0,70.3,84.1,56.5
"ADA, MN US",1990-09,1.67,0.0,61.0,75.1,46.8
"ADA, MN US",1990-10,0.67,4.0,45.8,60.4,31.2
"ADA, MN US",1990-11,0.00,0.0,33.6,43.5,23.7
"ADA, MN US",1990-12,0.80,,14.4,23.1,5.7
"ADA, MN US",1991-01,0.14,,7.5,16.9,-1.8
"ADA, MN US",1991-02,1.12,14.0,23.3,32.6,13.9
"ADA, MN US",1991-03,0.36,6.0,33.7,43.3,24.1
"ADA, MN US",1991-04,3.67,0.0,48.3,59.7,37.0
"ADA, MN US",1991-05,3.96,0.0,62.1,72.8,51.4
"ADA, MN US",1991-06,6.54,0.0,71.5,82.9,60.1
"ADA, MN US",1991-07,4.70,0.0,71.1,81.7,60.4
"ADA, MN US",1991-08,1.81,0.0,73.9,87.0,60.8
"ADA, MN US",1991-09,1.14,0.0,59.1,70.5,47.7
"ADA, MN US",1991-10,0.98,0.0,43.4,55.5,31.4
"ADA, MN US",1991-11,0.76,0.0,22.2,30.1,14.4
"ADA, MN US",1991-12,0.31,4.0,18.6,25.8,11.5
"ADA, MN US",1992-01,0.83,,19.1,27.8,10.4
"ADA, MN US",1992-02,0.09,3.0,22.0,31.5,12.5
"ADA, MN US",1992-03,0.61,0.0,32.3,40.7,23.9
"ADA, MN US",1992-04,,0.0,42.5,52.6,32.5
"ADA, MN US",1992-05,2.58,0.0,58.7,73.4,44.1
"ADA, MN US",1992-06,7.11,0.0,64.4,75.8,53.0
"ADA, MN US",1992-07,5.24,0.0,65.0,74.1,55.8
"ADA, MN US",1992-08,4.35,0.0,66.9,77.7,56.1
"ADA, MN US",1992-09,1.33,0.0,,,47.0
"ADA, MN US",1992-10,0.03,0.0,46.3,59.0,33.6
"ADA, MN US",1992-11,1.06,0.0,,,22.9
"ADA, MN US",1993-08,2.31,0.0,67.5,79.4,55.6
"ADA, MN US",1993-09,0.63,0.0,51.8,65.4,38.1
"ADA, MN US",1993-10,0.28,0.0,41.3,54.4,28.2
"ADA, MN US",1993-11,1.19,14.1,24.1,34.0,14.3
"ADA, MN US",1993-12,0.69,4.4,13.7,22.0,5.5
"ADA, MN US",1994-01,0.83,14.9,-6.4,3.7,-16.5
"ADA, MN US",1994-02,0.76,9.1,1.9,13.6,-9.7
"ADA, MN US",1994-03,0.67,7.6,27.6,35.8,19.4
"ADA, MN US",1994-04,2.04,3.0,41.9,54.7,29.2
"ADA, MN US",1994-05,2.20,0.0,57.9,72.0,43.9
"ADA, MN US",1994-06,4.43,0.0,66.5,77.5,55.6
"ADA, MN US",1994-07,3.81,0.0,67.1,78.2,56.0
"ADA, MN US",1994-08,3.93,0.0,65.7,78.3,53.1
"ADA, MN US",1994-09,3.39,0.0,61.4,74.0,48.9
"ADA, MN US",1994-10,2.68,0.0,49.2,58.4,39.9
"ADA, MN US",1994-11,1.20,0.3,32.6,40.9,24.4
"ADA, MN US",1994-12,0.50,3.3,19.3,27.9,10.6
"ADA, MN US",1995-01,0.63,9.9,7.9,17.7,-1.9
"ADA, MN US",1995-02,0.55,7.5,9.8,21.1,-1.5
"ADA, MN US",1995-03,2.37,11.3,27.0,36.8,17.1
"ADA, MN US",1995-04,0.66,1.2,37.3,46.6,28.1
"ADA, MN US",1995-05,3.25,0.0,54.1,65.9,42.2
"ADA, MN US",1995-06,3.41,0.0,70.5,81.9,59.1
"ADA, MN US",1995-07,7.52,0.0,68.2,78.4,58.0
"ADA, MN US",1995-08,3.26,0.0,70.1,81.7,58.4
"ADA, MN US",1995-09,2.93,0.0,57.5,70.6,44.3
"ADA, MN US",1995-10,2.08,0.0,44.0,53.0,35.1
"ADA, MN US",1995-11,1.59,11.0,20.2,28.2,12.3
"ADA, MN US",1995-12,0.82,16.6,9.3,17.5,1.1
"ADA, MN US",1996-01,0.94,15.7,-4.3,6.7,-15.3
"ADA, MN US",1996-02,0.60,9.2,8.1,18.1,-1.9
"ADA, MN US",1996-03,1.19,22.4,15.5,24.9,6.0
"ADA, MN US",1996-04,0.17,0.5,37.0,46.3,27.7
"ADA, MN US",1996-05,3.84,0.0,53.8,65.1,42.4
"ADA, MN US",1996-06,2.34,0.0,67.3,79.6,55.0
"ADA, MN US",1996-07,2.86,0.0,68.0,79.8,56.2
"ADA, MN US",1996-08,1.11,0.0,69.5,82.4,56.7
"ADA, MN US",1996-09,3.60,0.0,59.5,71.3,47.7
"ADA, MN US",1996-10,2.35,0.3,45.1,56.8,33.5
"ADA, MN US",1996-11,1.61,18.7,16.0,25.1,7.0
"ADA, MN US",1996-12,1.10,23.1,4.6,11.6,-2.4
"ADA, MN US",1997-01,0.87,24.7,-0.6,9.0,-10.3
"ADA, MN US",1997-02,0.36,7.4,10.2,22.0,-1.5
"ADA, MN US",1997-03,1.73,23.2,17.9,29.2,6.5
"ADA, MN US",1997-04,1.24,6.3,,,
"ADA, MN US",1997-05,2.31,0.3,50.3,62.0,38.7
"ADA, MN US",1997-06,6.88,0.0,67.9,80.9,54.8
"ADA, MN US",1997-07,5.85,0.0,68.9,79.6,58.2
"ADA, MN US",1997-08,1.36,0.0,66.5,79.4,53.6
"ADA, MN US",1997-09,3.73,0.0,62.0,74.8,49.3
"ADA, MN US",1997-10,3.21,1.5,45.7,56.4,35.0
"ADA, MN US",1997-11,1.22,12.0,22.6,28.8,16.4
"ADA, MN US",1997-12,0.29,6.2,23.1,29.7,16.6
"ADA, MN US",1998-01,1.02,14.8,8.6,17.5,-0.2
"ADA, MN US",1998-02,1.42,2.4,26.4,32.6,20.1
"ADA, MN US",1998-03,0.65,3.8,26.3,33.6,19.0
"ADA, MN US",1998-04,1.28,0.0,48.1,60.9,35.4
"ADA, MN US",1998-05,5.82,0.0,60.4,73.1,47.7
"ADA, MN US",1998-06,5.72,0.0,62.2,71.5,52.9
"ADA, MN US",1998-07,1.97,0.0,70.1,81.5,58.5
"ADA, MN US",1998-08,1.14,0.0,70.1,82.6,57.5
"ADA, MN US",1998-09,1.40,0.0,62.5,76.9,48.1
"ADA, MN US",1998-10,5.50,0.0,46.4,55.6,37.2
"ADA, MN US",1998-11,1.72,13.3,28.8,35.6,22.1
"ADA, MN US",1998-12,0.26,3.3,16.1,24.7,7.4
"ADA, MN US",1999-01,1.74,25.3,3.8,12.5,-5.0
"ADA, MN US",1999-02,0.42,1.9,20.1,30.4,9.7
"ADA, MN US",1999-03,1.50,7.9,30.1,38.3,21.9
"ADA, MN US",1999-04,1.29,1.5,45.2,55.5,35.0
"ADA, MN US",1999-05,3.25,0.0,58.0,68.9,47.1
"ADA, MN US",1999-07,4.33,0.0,70.3,81.4,59.2
"ADA, MN US",1999-08,1.71,0.0,66.9,78.3,55.6
"ADA, MN US",1999-09,6.07,0.0,55.6,66.2,44.9
"ADA, MN US",1999-10,0.47,0.0,42.3,54.5,30.1
"ADA, MN US",1999-11,0.00,0.0,35.9,48.9,22.9
"ADA, MN US",1999-12,0.40,6.3,20.3,30.5,10.1
"ADA, MN US",2000-01,0.55,5.5,9.2,19.7,-1.3
"ADA, MN US",2000-02,0.83,9.2,18.8,29.1,8.5
"ADA, MN US",2000-03,1.20,5.8,34.5,44.7,24.3
"ADA, MN US",2000-04,1.30,5.0,41.6,53.4,29.8
"ADA, MN US",2000-05,2.21,0.0,,,
"ADA, MN US",2000-06,6.27,0.0,61.7,72.2,51.2
"ADA, MN US",2000-07,2.37,0.0,69.5,80.1,59.0
"ADA, MN US",2000-08,2.86,0.0,68.0,80.2,55.9
"ADA, MN US",2000-09,2.32,0.0,56.6,69.6,43.7
"ADA, MN US",2000-10,2.42,0.0,47.1,58.7,35.5
"ADA, MN US",2000-11,3.14,6.7,26.0,33.2,18.8
"ADA, MN US",2000-12,1.03,16.5,0.9,10.4,-8.6
"ADA, MN US",2001-01,0.18,2.9,12.6,22.1,3.1
"ADA, MN US",2001-02,0.72,10.0,2.1,13.3,-9.1
"ADA, MN US",2001-03,0.20,2.8,22.0,31.2,12.7
"ADA, MN US",2001-04,2.44,4.2,42.1,50.8,33.4
"ADA, MN US",2001-05,2.45,0.0,57.5,69.1,45.8
"ADA, MN US",2001-06,2.06,0.0,65.5,75.9,55.1
"ADA, MN US",2001-07,2.56,0.0,70.9,82.0,59.7
"ADA, MN US",2001-08,3.86,0.0,69.2,82.1,56.3
"ADA, MN US",2001-09,3.44,0.0,58.1,70.1,46.1
"ADA, MN US",2001-10,2.30,6.5,42.7,53.6,31.9
"ADA, MN US",2001-11,0.22,7.0,39.4,49.2,29.7
"ADA, MN US",2001-12,0.43,3.0,20.2,27.8,12.6
"ADA, MN US",2002-01,0.12,3.1,14.7,23.5,5.8
"ADA, MN US",2002-02,0.04,1.6,21.6,32.7,10.5
"ADA, MN US",2002-03,0.56,11.4,17.6,28.1,7.0
"ADA, MN US",2002-04,1.07,4.5,38.7,49.0,28.4
"ADA, MN US",2002-05,1.13,0.0,48.3,61.5,35.2
"ADA, MN US",2002-06,6.09,0.0,,78.4,
"ADA, MN US",2002-07,7.66,0.0,72.6,82.8,62.4
"ADA, MN US",2002-08,3.07,0.0,67.4,78.5,56.2
"ADA, MN US",2002-09,1.16,0.0,61.2,73.0,49.4
"ADA, MN US",2002-10,1.34,1.5,36.6,44.1,29.2
"ADA, MN US",2002-11,0.15,3.5,26.6,34.8,18.4
"ADA, MN US",2002-12,0.65,9.2,19.0,27.8,10.2
"ADA, MN US",2003-01,0.31,4.5,5.7,15.6,-4.2
"ADA, MN US",2003-02,0.24,3.9,4.3,15.5,-6.8
"ADA, MN US",2003-03,0.64,11.3,22.2,33.5,10.9
"ADA, MN US",2003-04,1.65,5.3,45.0,57.5,32.5
"ADA, MN US",2003-05,4.30,0.0,55.2,67.4,43.0
"ADA, MN US",2003-06,5.50,0.0,64.4,75.0,53.8
"ADA, MN US",2003-07,2.52,0.0,68.5,79.9,57.1
"ADA, MN US",2003-08,0.80,0.0,71.3,84.0,58.7
"ADA, MN US",2003-09,2.07,0.0,57.4,70.0,44.8
"ADA, MN US",2003-10,1.83,0.3,47.9,59.8,36.0
"ADA, MN US",2003-11,0.81,10.9,23.0,31.3,14.7
"ADA, MN US",2003-12,0.93,15.4,18.9,27.2,10.6
"ADA, MN US",2004-01,0.96,23.6,-0.2,10.5,-10.9
"ADA, MN US",2004-02,0.38,5.8,10.2,21.9,-1.4
"ADA, MN US",2004-03,1.10,10.3,27.1,37.0,17.2
"ADA, MN US",2004-04,0.18,0.5,43.4,56.0,30.7
"ADA, MN US",2004-05,5.34,0.0,50.2,61.5,39.0
"ADA, MN US",2004-06,1.52,0.0,60.4,71.5,49.4
"ADA, MN US",2004-07,4.23,0.0,66.6,77.6,55.7
"ADA, MN US",2004-08,3.63,0.0,60.9,71.8,49.9
"ADA, MN US",2004-09,3.80,0.0,61.0,71.8,50.2
"ADA, MN US",2004-10,3.80,0.0,45.2,56.0,34.5
"ADA, MN US",2004-11,0.30,3.0,32.3,41.7,22.9
"ADA, MN US",2004-12,1.22,14.2,15.1,23.3,6.9
"ADA, MN US",2005-01,1.62,18.3,1.5,12.2,-9.2
"ADA, MN US",2005-02,0.89,5.2,14.7,24.7,4.6
"ADA, MN US",2005-03,0.13,1.8,24.7,34.4,14.9
"ADA, MN US",2005-05,2.58,0.0,52.6,63.1,42.1
"ADA, MN US",2005-06,6.39,0.0,67.5,77.1,58.0
"ADA, MN US",2005-07,1.70,0.0,70.2,81.4,58.9
"ADA, MN US",2005-08,6.52,0.0,66.7,78.9,54.5
"ADA, MN US",2005-09,4.83,0.0,61.3,73.6,49.0
"ADA, MN US",2005-10,2.19,0.0,47.9,58.4,37.3
"ADA, MN US",2005-11,2.63,4.0,32.7,40.8,24.6
"ADA, MN US",2005-12,1.43,13.0,15.2,22.0,8.3
"ADA, MN US",2006-01,0.48,4.0,22.1,29.5,14.7
"ADA, MN US",2006-02,0.62,17.8,6.8,18.0,-4.4
"ADA, MN US",2006-07,1.58,0.0,74.4,87.9,60.9
"ADA, MN US",2006-08,2.75,0.0,69.1,81.5,56.7
"ADA, MN US",2006-09,2.80,0.0,57.5,68.8,46.2
"ADA, MN US",2006-10,,,41.4,51.3,31.5
"ADA, MN US",2006-11,0.38,0.0,29.9,39.7,20.1
"ADA, MN US",2006-12,,,22.6,31.1,14.1
"ADA, MN US",2007-01,0.00,0.5,11.4,19.5,3.3
"ADA, MN US",2007-02,,9.2,5.6,14.6,-3.3
"ADA, MN US",2007-03,2.00,6.6,30.0,39.1,20.9
"ADA, MN US",2007-04,2.32,7.0,41.5,52.7,30.3
"ADA, MN US",2007-05,4.12,0.0,58.4,70.4,46.4
"ADA, MN US",2007-06,5.06,0.0,68.6,79.4,57.9
"ADA, MN US",2007-07,,0.0,72.6,84.4,60.8
"ADA, MN US",2007-08,2.00,0.0,66.5,78.2,54.8
"ADA, MN US",2007-09,2.28,0.0,59.3,70.1,48.4
"ADA, MN US",2007-10,2.45,0.0,47.7,57.3,38.1
"ADA, MN US",2007-11,0.20,0.9,29.5,38.4,20.6
"ADA, MN US",2007-12,1.22,18.8,8.1,15.8,0.5
"ADA, MN US",2008-01,0.06,0.7,4.9,14.1,-4.3
"ADA, MN US",2008-02,0.52,7.8,4.9,14.3,-4.5
"ADA, MN US",2008-03,0.26,5.7,21.8,31.0,12.6
"ADA, MN US",2008-04,1.26,15.2,41.4,52.2,30.5
"ADA, MN US",2008-05,1.28,0.0,51.5,65.3,37.8
"ADA, MN US",2008-06,6.02,0.0,63.2,73.3,53.1
"ADA, MN US",2008-07,6.13,0.0,69.0,80.1,57.9
"ADA, MN US",2008-08,1.49,0.0,69.1,80.8,57.5
"ADA, MN US",2008-10,4.23,0.0,45.7,54.9,36.5
"ADA, MN US",2008-11,0.97,0.0,30.5,37.3,23.6
"ADA, MN US",2008-12,1.52,21.5,3.8,14.0,-6.3
"ADA, MN US",2009-01,0.76,7.8,-0.6,10.0,-11.2
"ADA, MN US",2009-02,1.42,7.1,9.2,18.6,-0.2
"ADA, MN US",2009-03,,,22.3,30.8,13.8
"ADA, MN US",2009-04,0.78,0.0,40.7,49.9,31.5
"ADA, MN US",2009-05,1.91,0.0,52.1,65.2,39.0
"ADA, MN US",2009-06,5.56,0.0,62.7,73.6,51.8
"ADA, MN US",2009-07,1.20,0.0,65.3,76.6,54.0
"ADA, MN US",2009-08,3.07,0.0,65.3,76.4,54.3
"ADA, MN US",2009-09,2.77,0.0,64.5,75.8,53.1
"ADA, MN US",2009-10,4.79,0.0,39.6,45.5,33.7
"ADA, MN US",2009-11,0.31,0.0,37.8,46.6,29.1
"ADA, MN US",2009-12,1.04,15.9,8.1,14.7,1.5
"ADA, MN US",2010-01,2.46,6.8,7.7,14.3,1.1
"ADA, MN US",2010-03,1.31,0.0,34.2,41.9,26.5
"ADA, MN US",2010-04,1.44,0.0,50.5,63.2,37.8
"ADA, MN US",2010-05,2.76,0.0,57.7,68.6,46.8
"ADA, MN US",2010-06,4.82,0.0,64.7,74.9,54.6
"ADA, MN US",2010-07,5.18,0.0,70.6,81.9,59.3
"ADA, MN US",2010-09,5.96,0.0,54.9,64.3,45.6
"ADA, MN US",2010-10,3.10,0.0,49.3,60.6,37.9
"ADA, MN US",2010-11,0.86,7.0,28.0,36.7,19.3
"ADA, MN US",2010-12,1.36,16.1,9.4,15.7,3.0
"ADA, MN US",2011-01,,,1.6,10.1,-6.8
"ADA, MN US",2011-02,,,10.6,20.1,1.1
"ADA, MN US",2011-03,,,20.7,30.0,11.5
"ADA, MN US",2011-04,,,41.3,50.4,32.2
"ADA, MN US",2011-05,,,54.0,64.0,44.0
"ADA, MN US",2011-06,,,65.4,75.8,54.9
"ADA, MN US",2011-07,,,72.9,84.1,61.8
"ADA, MN US",2011-08,,,69.7,81.7,57.6
"ADA, MN US",2011-09,,,58.7,72.0,45.4
"ADA, MN US",2011-10,,,50.4,62.0,38.9
"ADA, MN US",2011-11,,,31.7,41.6,21.7
"ADA, MN US",2011-12,,,22.4,31.2,13.5
"ADA, MN US",2012-01,,,16.7,25.7,7.7
"ADA, MN US",2012-02,,,19.1,28.8,9.4
"ADA, MN US",2012-03,,,40.0,50.7,29.4
"ADA, MN US",2012-04,,0.0,46.5,58.4,34.6
"ADA, MN US",2012-05,,0.0,58.5,71.5,45.6
"ADA, MN US",2012-06,,,68.1,80.3,55.9
"ADA, MN US",2012-07,,,75.4,87.6,63.2
"ADA, MN US",2012-08,,,68.4,82.4,54.3
"ADA, MN US",2012-09,0.22,0.0,58.4,73.3,43.4
"ADA, MN US",2012-10,2.23,8.2,42.2,50.8,33.7
"ADA, MN US",2012-11,0.22,2.3,29.2,36.0,22.5
"ADA, MN US",2012-12,0.16,3.1,14.0,22.0,6.0
"ADA, MN US",2013-01,0.70,4.6,8.8,17.8,-0.2
"ADA, MN US",2013-02,0.83,16.9,10.8,18.4,3.3
"ADA, MN US",2013-03,1.10,19.0,16.1,26.9,5.3
"ADA, MN US",2013-05,3.85,0.0,55.5,66.2,44.8
"ADA, MN US",2013-06,3.16,0.0,65.7,76.3,55.1
"ADA, MN US",2013-07,0.25,0.0,70.1,81.6,58.7
"ADA, MN US",2013-08,1.57,0.0,69.5,81.8,57.1
"ADA, MN US",2013-09,4.05,0.0,61.8,72.7,51.0
"ADA, MN US",2013-10,3.07,0.0,42.9,51.4,34.4
"ADA, MN US",2013-11,0.07,0.4,25.2,34.4,16.1
"ADA, MN US",2013-12,0.98,16.6,1.1,9.2,-7.1
"ADA, MN US",2014-01,,,0.5,12.0,-11.0
"ADA, MN US",2014-02,,,0.7,12.0,-10.6
"ADA, MN US",2014-03,,,18.9,28.7,9.0
"ADA, MN US",2014-04,2.65,0.0,38.5,48.5,28.6
"ADA, MN US",2014-05,2.19,,54.8,65.9,43.6
"ADA, MN US",2014-06,7.36,,65.7,75.6,55.8
"ADA, MN US",2014-07,2.04,,67.4,78.5,56.2
"ADA, MN US",2014-08,2.39,,68.4,78.7,58.0
"ADA, MN US",2014-09,2.07,,59.1,70.7,47.4
"ADA, MN US",2014-10,0.65,,46.4,57.0,35.8
"ADA, MN US",2014-11,0.54,,20.7,28.9,12.4
"ADA, MN US",2014-12,0.31,,17.9,24.5,11.3
"ADA, MN US",2015-01,0.39,,12.5,21.0,4.0
"ADA, MN US",2015-02,0.21,,3.2,13.5,-7.1
"ADA, MN US",2015-03,0.30,,29.3,40.8,17.8
"ADA, MN US",2015-04,0.82,,44.4,58.3,30.4
"ADA, MN US",2015-05,4.35,,53.7,65.8,41.7
"ADA, MN US",2015-06,4.49,,66.0,77.5,54.5
"ADA, MN US",2015-07,2.69,,70.9,82.2,59.5
"ADA, MN US",2015-08,1.13,,67.5,80.2,54.7
"ADA, MN US",2015-09,0.70,,63.8,76.4,51.2
"ADA, MN US",2015-10,1.61,,48.9,60.5,37.3
"ADA, MN US",2015-11,1.46,,34.3,43.1,25.5
"ADA, MN US",2015-12,0.68,,21.7,27.6,15.8
"ADA, MN US",2016-01,1.29,,10.3,17.7,2.8
"ADA, MN US",2016-02,0.91,,19.7,27.5,11.8
"ADA, MN US",2016-03,0.61,,35.0,44.2,25.8
"ADA, MN US",2016-04,1.72,,40.6,51.0,30.2
"ADA, MN US",2016-05,2.02,,58.5,71.1,46.0
"ADA, MN US",2016-06,2.33,,66.3,78.1,54.4
"ADA, MN US",2016-07,5.71,,69.7,80.5,58.8
"ADA, MN US",2016-08,6.60,,68.8,80.4,57.3
"ADA, MN US",2016-09,3.89,,60.4,70.5,50.3
"ADA, MN US",2016-10,1.96,,46.9,56.6,37.2
"ADA, MN US",2016-11,1.20,,41.0,49.6,32.4
"ADA, MN US",2016-12,2.25,,13.8,21.9,5.8
"ADA, MN US",2017-01,0.69,11.2,11.7,18.6,4.8
"ADA, MN US",2017-02,0.64,,21.5,30.1,13.0
"ADA, MN US",2017-03,0.38,,27.3,37.7,16.8
"ADA, MN US",2017-04,1.55,,42.4,54.2,30.7
"ADA, MN US",2017-05,1.63,,53.4,66.0,40.8
"ADA, MN US",2017-06,2.57,,64.3,76.6,51.9
"ADA, MN US",2017-07,2.56,,68.9,81.8,56.1
"ADA, MN US",2017-08,1.31,,63.8,76.7,50.8
"ADA, MN US",2017-09,5.79,,58.8,71.1,46.5
"ADA, MN US",2017-10,0.79,,46.7,58.6,34.9
"ADA, MN US",2017-11,0.43,,25.4,34.0,16.8
"ADA, MN US",2017-12,1.52,,11.1,20.2,2.1
"ADA, MN US",2018-01,0.69,,7.6,16.2,-1.0
"ADA, MN US",2018-02,1.08,,3.2,14.8,-8.5
"ADA, MN US",2018-03,1.37,,25.4,33.8,16.9
"ADA, MN US",2018-04,0.26,,33.2,43.5,22.8
"ADA, MN US",2018-05,2.91,,60.2,75.1,45.2
"ADA, MN US",2018-06,3.37,,67.9,79.6,56.3
"ADA, MN US",2018-07,2.68,,68.7,81.3,56.1
"ADA, MN US",2018-08,2.92,,65.9,79.2,52.5
"ADA, MN US",2018-09,2.94,,56.8,68.7,45.0
"ADA, MN US",2018-10,3.37,,39.0,47.7,30.3
"ADA, MN US",2018-11,0.61,,20.8,27.7,13.8
"ADA, MN US",2018-12,0.98,,18.2,26.5,9.8
"ADA, MN US",2019-01,0.87,,3.4,11.9,-5.2
"ADA, MN US",2019-02,2.22,,-0.7,9.6,-11.1
"ADA, MN US",2019-03,1.51,,16.4,28.2,4.5
"ADA, MN US",2019-04,1.73,,40.3,49.7,30.9
"ADA, MN US",2019-05,2.68,,49.4,61.2,37.5
"ADA, MN US",2019-06,3.67,,64.7,76.9,52.5
"ADA, MN US",2019-07,4.67,,69.5,81.3,57.8
"ADA, MN US",2019-08,4.72,,64.7,76.0,53.4
"ADA, MN US",2019-09,4.19,,59.4,69.8,48.9
"ADA, MN US",2019-10,4.08,,40.7,47.7,33.7
"ADA, MN US",2019-11,0.38,,26.1,33.2,19.0
"ADA, MN US",2019-12,2.52,,12.0,21.2,2.7
"ADA, MN US",2020-01,0.44,,9.9,19.7,0.2
"CLOQUET, MN US",1950-07,3.41,0.0,62.9,76.1,49.7
"CLOQUET, MN US",1950-08,2.33,0.0,59.0,73.3,44.6
"CLOQUET, MN US",1950-09,1.70,0.0,55.6,67.8,43.3
"CLOQUET, MN US",1950-10,3.97,0.0,46.3,56.8,35.9
"CLOQUET, MN US",1950-11,1.88,10.4,23.3,31.8,14.8
"CLOQUET, MN US",1950-12,2.33,37.2,8.7,18.7,-1.2
"CLOQUET, MN US",1951-01,0.61,13.9,6.3,17.4,-4.8
"CLOQUET, MN US",1951-02,1.59,16.4,13.2,23.0,3.5
"CLOQUET, MN US",1951-03,2.40,32.3,19.4,29.5,9.4
"CLOQUET, MN US",1951-04,2.11,3.3,38.2,48.6,27.8
"CLOQUET, MN US",1951-05,2.66,0.0,54.3,69.2,39.4
"CLOQUET, MN US",1951-06,4.87,0.0,58.1,70.4,45.8
"CLOQUET, MN US",1951-07,5.21,0.0,65.3,78.9,51.6
"CLOQUET, MN US",1951-08,4.76,0.0,59.8,69.9,49.8
"CLOQUET, MN US",1951-09,6.33,0.0,52.0,62.4,41.7
"CLOQUET, MN US",1951-10,3.35,10.9,42.8,52.1,33.5
"CLOQUET, MN US",1951-11,1.33,5.6,21.2,30.8,11.7
"CLOQUET, MN US",1951-12,1.78,19.9,11.6,19.9,3.3
"CLOQUET, MN US",1952-01,1.48,27.0,8.0,19.5,-3.5
"CLOQUET, MN US",1952-02,0.49,12.1,19.3,29.1,9.6
"CLOQUET, MN US",1952-03,1.48,19.5,22.1,32.3,11.9
"CLOQUET, MN US",1952-04,1.52,0.0,44.2,59.9,28.5
"CLOQUET, MN US",1952-05,1.24,0.0,51.9,67.7,36.1
